"jvm","mode","gcc","gc","benchmark","category","cpu","ti","ipc","tbr","tbrpti","brmps","tbmr","bmr","tl1dl","tl1dlpti","l1dlmps","tl1dlmr","l1dlmr","tl2dl","tl2dlpti","l2dlmps","tl2dlmr","l2dlmr","tpf","tpfpti","pfmr","pfkps","to","topti","rtp","tc","meanA","stdA","minA","maxA","samplesA","meanV","stdV","minV","maxV","samplesV","meanW","stdW","minW","maxW","samplesW","C","Ah","energyJ","energyWh","l1dlmrps","l2dlmrps"
"j12","INT","GCC7","SGC","chi-square","apache",1.28506666666667,1396656657560.8,0.668333333333333,191175335129.7,13.6880702985451,136.1076,31686091724.3,16.5743333333333,652866503360.433,46.7449552471704,464.813,32817102481,5.02533333333333,49568520821.2333,3.54908915267937,35.2801666666667,425387849.766667,0.857333333333333,233828.6,1.67420247148122e-05,0.055468771719642,0.166533333333333,503046298249.433,36.0178853016051,1093.07880794767,1404616.08828403,0.710359,0.0672616,0.478192,1.53451,2230350520,5.01254,0.0138639,4.83849,5.08591,2230350520,3.55996,0.328419,2.41467,7.45956,2230350520,792.175,0.220049,3969.97,1.10277,23.3584026266667,0.302468628888889
"j12","INT","GCC7","SGC","dec-tree","apache",2.34833333333333,1127972382812.13,0.674666666666667,157092262936.9,13.9269577751076,139.294366666667,22063467578.7333,14.0446666666667,528799600464.9,46.8805433750119,468.8935,23134392703.9,4.37433333333333,48233197201.8,4.27608657634419,42.7533666666667,454601717.466667,0.945333333333333,215726.266666667,1.91251430173891e-05,0.0474078782552956,0.191333333333333,393847322208.533,34.9164122735363,480.339554975367,1127818.6978344,0.830148,0.114153,0.47619,1.64558,967627521,4.98816,0.0232425,4.81238,5.08591,967627521,4.13845,0.552121,2.40457,7.96773,967627521,401.637,0.111566,2002.24,0.556178,20.5109646683333,0.404161826222222
"j12","INT","GCC7","SGC","dotty","scala",0.999633333333333,358083590168.2,0.676666666666667,51962187177.3,14.511189286003,145.017566666667,6718669300.36667,12.9306666666667,164106580194.667,45.8291247115026,457.995233333333,7153175347.33333,4.35833333333333,12985911729.9333,3.62650235268988,36.2334333333333,854907092.166667,6.59166666666667,168509.166666667,4.70586145345044e-05,0.0197263467954796,0.470233333333333,129028911066.3,36.0331836498045,358.456508906133,358328.997662667,0.684346,0.0428456,0.497537,1.37875,712103347,5.01744,0.0092085,4.86573,5.08024,712103347,3.43345,0.210499,2.50897,6.73992,712103347,243.663,0.067684,1222.49,0.339579,19.9609589194444,2.38838714722222
"j12","INT","GCC7","SGC","finagle-chirper","web",3.47266666666667,1016704839449.9,0.677,139445307178.7,13.7154211642985,134.948,16904352898.2333,12.122,445911690817.333,43.858531875905,431.529766666667,16756362626.1,3.75766666666667,37256685450.1333,3.66447341501694,36.0357333333333,4255588328.23333,11.4613333333333,161591.733333333,1.58936740263449e-05,0.00379752872071503,0.1564,394091156003.733,38.7615735447796,297.602782519033,1033414.7846167,0.965784,0.124309,0.494202,1.65659,614000139,4.96065,0.0254895,4.80444,5.08251,614000139,4.78795,0.597711,2.49327,8.01538,614000139,296.496,0.0823599,1469.9,0.408306,16.2154501987778,4.13017551644444
"j12","INT","GCC7","SGC","finagle-http","web",3.5176,526406817511.6,0.555333333333333,71641081892.5,13.6094444040373,107.894333333333,10590977760.3,14.7833333333333,243036331265.1,46.168893493594,366.022433333333,9885571822.4,4.06766666666667,24967716040.1667,4.74302976731509,37.5923666666667,2897625814.53333,11.6156666666667,156120.4,2.96577995040104e-05,0.00542301286411985,0.235133333333333,186761688313.833,35.4786323350536,188.810489635533,664029.123779033,0.95336,0.113528,0.502874,1.64125,370124723,4.96274,0.0233159,4.80671,5.08137,370124723,4.72884,0.546351,2.53588,7.93929,370124723,176.431,0.0490086,875.13,0.243092,14.8885725132222,4.36660400411111
"j12","INT","GCC7","SGC","fj-kmeans","concurrency",3.79143333333333,2836769102680.2,1.08,352036788365.3,12.4097787699266,199.741733333333,18916709316.4667,5.37366666666667,1300598834137.23,45.8478912677309,737.9525,11242478362.8,0.865,21707687782.3,0.765225700986829,12.2599333333333,828412514.1,4.054,166565.7,5.87166917950345e-06,0.0201044839936026,0.0945333333333333,1162425792395.37,40.9771042613557,464.974910674867,1762951.79487907,0.919039,0.182777,0.487864,1.75131,1178309034,4.96972,0.0370361,4.78514,5.08364,1178309034,4.5608,0.876991,2.46185,8.43992,1178309034,541.456,0.150404,2687.02,0.746393,6.383289125,0.497017697333333
"j12","INT","GCC7","SGC","future-genetic","functional",1.97986666666667,330712001738.867,0.801666666666667,41895984466.6,12.6684223017436,148.927566666667,4275118238.2,10.2033333333333,147924765676.633,44.7291816814847,525.8296,6175160528.93333,4.17433333333333,11785356136.2333,3.56369233563455,41.855,279964254.633333,2.39133333333333,148980.233333333,4.50486843383106e-05,0.0532845960209703,0.5295,129105895459.4,39.0387036811371,142.106855962967,281356.241637633,0.801455,0.0594856,0.485196,1.55619,291398900,4.99378,0.0125683,4.82827,5.08364,291398900,4.00173,0.289285,2.44784,7.55435,291398900,116.772,0.0324366,583.05,0.161958,21.9498802693333,1.00089256666667
"j12","INT","GCC7","SGC","gauss-mix","apache",1.886,2066191965974.2,0.826,242850844102.767,11.7535457519715,144.611566666667,29047150618.9,11.9606666666667,916032444896.5,44.3343310170333,545.487333333333,23404842141.3333,2.555,45533743493,2.20374423314247,27.0510666666667,441188751,0.991666666666667,167103.5,8.08751088765096e-06,0.0380259635226476,0.0995,861774933481.933,41.7083789978527,890.5876295415,1679645.24935673,0.779939,0.0549201,0.478192,1.58054,1751495055,4.99832,0.0115841,4.82373,5.08478,1751495055,3.89794,0.267926,2.41522,7.6564,1751495055,683.029,0.18973,3413.61,0.948225,13.9372013666667,0.268256411111111
"j12","INT","GCC7","SGC","log-regression","apache",1.74763333333333,1011871173400,0.854333333333333,154872014717.233,15.3055074892806,193.5805,10751623064.4333,6.943,463041878767.367,45.760953813108,578.773866666667,10779855185.8,2.32866666666667,23428584539.5,2.31537609768216,29.2581,372312294.533333,1.59966666666667,312053.133333333,3.08392171541834e-05,0.0838440519905657,0.390033333333333,370528695375.9,36.6181625999292,457.8922106017,800138.6011587,0.768676,0.0672579,0.476524,1.47848,901616542,5.00081,0.013889,4.84416,5.08591,901616542,3.84326,0.327887,2.40463,7.20399,901616542,346.525,0.0962571,1732.57,0.48127,13.4777141084444,0.468032073
"j12","INT","GCC7","SGC","mnemonics","functional",1.00013333333333,912605093413.9,0.623666666666667,126112770669.3,13.8189870856825,128.445633333333,24793584411,19.6593333333333,451786863262.367,49.5051917277728,460.150733333333,26079375754.8,5.77133333333333,30228626679.2667,3.31234696453415,30.7694666666667,100344176.8,0.332,162045.8,1.77563988816243e-05,0.162118385842354,0.1651,304476832802.967,33.3634742220106,981.604095846433,981955.6274692,0.68158,0.0419445,0.532225,1.37208,1939410469,5.01854,0.00897667,4.87027,5.0757,1939410469,3.42034,0.206312,2.68208,6.7151,1939410469,660.931,0.183592,3316.72,0.921311,26.5568326564444,0.102154629333333
"j12","INT","GCC7","SGC","movie-lens","apache",3.00306666666667,2810519375517.2,0.66,427950979722.4,15.226753896181,149.326166666667,69820294465.6667,16.3136666666667,1393807553140.47,49.592516056162,486.3451,32934756029.5,2.36166666666667,63595220428.6333,2.26274156300219,22.1769,1448307533.3,2.28733333333333,188583.333333333,6.70991201663444e-06,0.0130221476691378,0.0659,925165622225.7,32.9179884846548,954.420998021467,2866104.34055533,0.890405,0.150448,0.474189,1.67794,1924916058,4.97678,0.0303764,4.80784,5.08818,1924916058,4.42699,0.725434,2.39554,8.11677,1924916058,856.977,0.238049,4260.79,1.18355,11.4858501116667,0.507259626
"j12","INT","GCC7","SGC","naive-bayes","apache",3.2734,10230617361411,0.747,1495612148547.93,14.6189833688016,162.559366666667,155648592416.8,10.4056666666667,4700112470412.57,45.9416338296738,510.862166666667,162526268619.633,3.458,374346973043.867,3.65909810790895,40.6637,1770066054.96667,0.473666666666667,536469.666666667,5.24376448010527e-06,0.0304286892203568,0.0583,3660545769406.67,35.7802846936156,2811.37839335853,9201615.30708813,0.935556,0.163732,0.472188,1.70395,5802213602,4.96791,0.0331662,4.79649,5.08932,5802213602,4.64254,0.789033,2.38436,8.22553,5802213602,2714.15,0.75393,13468.5,3.74125,17.6656137233333,0.192610392333333
"j12","INT","GCC7","SGC","neo4j-analytics","database",1.46128,5820961566025.56,0.7008,790526656053.8,13.5806839668721,141.59152,110525257165.64,13.9812,2668110488142.32,45.8360431247727,477.88692,112504801993.08,4.216,191488804014.04,3.28924542229616,34.28012,7952600370.88,4.1624,569687.16,9.78824407790005e-06,0.00717235318183595,0.10208,2170835617815.4,37.294027486059,3820.8992046292,5583443.02679324,0.731915,0.0897167,0.474523,1.6229,7651385437,5.0093,0.0181616,4.81579,5.08705,7651385437,3.66494,0.435497,2.39615,7.86551,7651385437,2800.08,0.7778,14020.9,3.8947,20.1477125472,1.42687571488
"j12","INT","GCC7","SGC","page-rank","apache",2.868,4567485258795.56,0.6668,640733314589.88,14.0281438961718,139.31036,95801194428.28,14.9508,2165811647128.6,47.4180402956552,470.90092,89445269875.72,4.1296,179049469514.24,3.92009353113307,38.92008,2265947374.24,1.2668,553099.92,1.21095067216242e-05,0.024418269581101,0.12024,1581890827562.84,34.63372227704,1603.83151798412,4599500.67859552,0.885021,0.165416,0.465183,1.64358,3219084555,4.97934,0.0331343,4.81238,5.08818,3219084555,4.40154,0.797773,2.35004,7.96227,3219084555,1424.48,0.395689,7084.47,1.96791,19.44632439232,0.49303957344
"j12","INT","GCC7","SGC","par-mnemonics","functional",1.23796,911007409931.32,0.614,125660449665,13.7935708512229,126.10812,24858555196.56,19.7812,450960528711.12,49.5013067414929,452.57416,25694695724.52,5.6968,38192346517,4.19232248399917,38.30948,122655228.6,0.3224,162161.72,1.7800264745135e-05,0.132483090390567,0.16276,296194085038.2,32.512799923285,804.9116205022,996495.5093742,0.702742,0.0609844,0.475857,1.43345,1617175004,5.01598,0.0125398,4.85324,5.08705,1617175004,3.52436,0.298252,2.40558,6.99918,1617175004,568.229,0.157841,2849.75,0.791598,25.78224474688,0.12350976352
"j12","INT","GCC7","SGC","philosophers","scala",3.08796,1299538791414.92,0.63,195964583284.08,15.0794523007694,139.76196,25596081682.8,13.06,578342634140.52,44.5032923864892,412.4746,31887001188.16,5.5124,78400981943.16,6.03236874675119,55.89136,2183083241.56,2.7888,154424.2,1.18834213435556e-05,0.00709038582477921,0.11024,446830592047.16,34.3848865659902,454.09605099028,1402258.26072524,0.913794,0.124684,0.501873,1.62223,904499521,4.97384,0.0253591,4.81692,5.08024,904499521,4.54211,0.600594,2.53824,7.8664,904499521,413.263,0.114795,2054.17,0.570602,22.7372498504,1.55869824768
"j12","INT","GCC7","SGC","reactors","concurrency",2.18256,3774985835354.48,0.6352,493961260005.04,13.0850109304493,123.27076,83113834795.32,16.8244,1755807233052.92,46.510917946948,438.16964,84280956328.88,4.7996,169624454439.96,4.49262965942704,42.30872,5722365045.2,3.378,421968.44,1.1180224544958e-05,0.00738994955802441,0.10532,1355592887856.56,35.9114414631757,1836.14876258532,4007775.50334956,0.813229,0.157176,0.486197,1.62624,3670766572,4.99175,0.0316387,4.80898,5.08251,3670766572,4.05465,0.757321,2.45509,7.8819,3670766572,1492.59,0.414607,7441.84,2.06718,21.03039004144,1.4291885616
"j12","INT","GCC7","SGC","rx-scrabble","functional",1.0604,101459255406.92,0.688,14946230230.92,14.7312607089127,148.963,2219893445.64,14.8512,49468421886.48,48.7569259961055,493.02824,1811958184.92,3.662,2846938194.28,2.80598359857883,28.36116,43356288.96,1.5252,94769.64,9.34066109212092e-05,0.218849669055712,0.94452,34197665095.24,33.705829696403,94.63201817008,100344.96044368,0.687477,0.0540337,0.499872,1.34073,188503204,5.01741,0.0112816,4.87594,5.07797,188503204,3.44893,0.264028,2.52245,6.56763,188503204,64.7958,0.0179988,325.067,0.0902964,18.0546941488,0.43256441232
"j12","INT","GCC7","SGC","scala-doku","scala",0.99976,940342346645.48,1.002,109088178146.84,11.6008996048303,172.99096,6355869020.28,5.826,393731028677.68,41.8710242780006,624.37696,8263545053,2.0992,11567518683.24,1.23013660239035,18.28184,454209875.48,4.1788,161612.4,1.71865492613856e-05,0.0367726782457286,0.25632,425955621137.72,45.2979395147787,631.04926078648,630934.23406184,0.688568,0.0420512,0.477858,1.37575,1269244492,5.01709,0.00901084,4.86913,5.08478,1269244492,3.45441,0.206871,2.41245,6.72659,1269244492,436.98,0.121383,2192.24,0.608957,13.10692114432,0.76396152992
"j12","INT","GCC7","SGC","scala-kmeans","scala",0.9998,226195534301.4,1.0024,35211487664.28,15.566836437834,231.96216,1723193039.32,4.8928,91038779873.36,40.247826022648,599.723,2380028457.6,2.6148,3611242842.12,1.59650730053462,23.7664,25909968,0.7224,46537.4,2.05739691868714e-05,0.179879949321447,0.3066,96334023921.64,42.5888302389834,151.83662999644,151825.19221808,0.690924,0.042677,0.503874,1.3991,304001051,5.01638,0.0091385,4.86346,5.07797,304001051,3.46573,0.209848,2.54322,6.83616,304001051,105.021,0.0291724,526.793,0.146331,15.681557004,0.1716884736
"j12","INT","GCC7","SGC","scala-stm-bench7","scala",1.31604,241205301968.16,0.6924,35184494855.44,14.5869396118958,148.9308,4233798675.04,12.0328,106258478420.96,44.053107420298,449.77564,5752435419.4,5.4128,10581945613.36,4.3870991186466,44.78336,123483883.28,1.1668,193534.24,8.02363211057984e-05,0.157636077779379,0.81924,89180383078.4,36.9728538491596,179.53106277044,236258.62391376,0.719779,0.1103,0.525888,1.39343,359271945,5.0106,0.0225114,4.86232,5.07797,359271945,3.60422,0.532358,2.64955,6.81625,359271945,129.298,0.0359162,647.448,0.179847,24.34545584192,0.52253224448
"j12","INT","GCC7","SGC","scrabble","functional",2.58536,290929386212.4,0.65,41415845321.8,14.2357061405349,136.83744,6488833003.12,15.666,139931094594.44,48.097974968231,462.32644,6687646862.16,4.7792,13887042436.6,4.77334591460518,45.85212,114685948.96,0.8248,178658.6,6.14096317735991e-05,0.157932777420497,0.59028,95695403859.56,32.8929729766289,117.4942389256,302707.53872584,0.845829,0.137957,0.527889,1.61456,245092475,4.98489,0.0279738,4.81238,5.0757,245092475,4.2127,0.665198,2.66143,7.82692,245092475,103.653,0.0287925,516.25,0.143403,22.09550522048,0.37818828576
"j12","INT","GCC8","CGC","akka-uct","concurrency",3.84896666666667,5380837200178.4,0.780666666666667,742182253815.967,13.7930681548426,159.109333333333,79230360859.0333,10.6753333333333,2512713537957.07,46.697417440145,538.6724,62678047768.6667,2.49533333333333,129194887722.067,2.40098513652676,27.6859333333333,5595495327.13333,4.34266666666667,302244.1,5.61705626934727e-06,0.00540696677092251,0.0648333333333333,1996746520683.3,37.1085292684856,1211.97416998457,4664936.10462463,1.00929,0.0875682,0.489865,1.70195,2442184430,4.95593,0.0177852,4.80444,5.08364,2442184430,5.00061,0.421855,2.47251,8.22553,2442184430,1232.43,0.342342,6106.21,1.69617,13.4416719546667,1.20230779822222
"j12","INT","GCC8","CGC","chi-square","apache",1.29573333333333,1409054673900.43,0.665,193872215218.567,13.7590316815343,136.142733333333,32047237596.3667,16.5293333333333,656164350967.6,46.5677159514908,460.780166666667,33568121226.7333,5.116,52275964626,3.71002623543348,36.7006666666667,513502305.6,0.981666666666667,156882.033333333,1.11338518759227e-05,0.0307802564674362,0.110133333333333,506742143088.267,35.9632261315414,1099.03001350113,1424066.95501197,0.708402,0.0679561,0.471854,1.54752,2197326946,5.01611,0.0137127,4.83622,5.08818,2197326946,3.55267,0.33207,2.38267,7.53509,2197326946,778.296,0.216193,3903.19,1.08422,23.5735133266667,0.360278211111111
"j12","INT","GCC8","CGC","dec-tree","apache",2.35826666666667,1138448269836.93,0.671,159564379468.367,14.0159349562812,139.706966666667,22332953418,13.996,531537212360.2,46.6895895140985,465.394333333333,23394327867.4333,4.40033333333333,50070844704.4333,4.39808319398269,43.8196666666667,511700872.133333,1.02466666666667,139738.9,1.22745377639722e-05,0.027315118144941,0.1223,397275833303.933,34.8963923356376,484.385542930433,1142188.7065901,0.823133,0.108819,0.46952,1.60289,955657280,4.99369,0.0216315,4.82373,5.08932,955657280,4.10831,0.527334,2.37363,7.78467,955657280,393.317,0.109255,1963.07,0.545297,20.4789019811111,0.449005517777778
"j12","INT","GCC8","CGC","dotty","scala",1.0177,366051905578.833,0.678666666666667,53551456075.9333,14.6294700031191,147.005066666667,6849376226.76667,12.7913333333333,165745430555.633,45.2792254601759,454.992066666667,7325052990.4,4.419,13984593111.1333,3.82041140426758,38.3809,871677263.133333,6.24633333333333,92161.5333333333,2.51765269135914e-05,0.0105780532141124,0.252933333333333,132770425836.133,36.2708931324374,357.9681764944,364296.938249967,0.680878,0.0480219,0.494535,1.38142,709179811,5.02192,0.00991901,4.8714,5.08478,709179811,3.41902,0.235577,2.49608,6.76707,709179811,241.433,0.0670646,1212.35,0.336764,20.106099426,2.39739895033333
"j12","INT","GCC8","CGC","finagle-chirper","web",3.48656666666667,1024495186807.73,0.678,140881978697.033,13.7513545317651,135.738166666667,17391563987.6,12.345,447861557435.167,43.7153375782034,431.5098,16898954215.5667,3.77333333333333,39449318130.9667,3.85057817270782,37.9838333333333,4279774261.9,10.898,71198.8,6.94964669390075e-06,0.00166380336303528,0.0686,396302332544.567,38.6827297173237,297.716897896433,1037999.16677627,0.955592,0.118701,0.447839,1.63658,590701806,4.96714,0.0237042,4.81465,5.09499,590701806,4.74395,0.572044,2.26242,7.93342,590701806,282.235,0.0783986,1401.13,0.389203,16.28230312,4.13947815666667
"j12","INT","GCC8","CGC","finagle-http","web",3.51723333333333,531646477016.267,0.556333333333333,72634731954.8,13.6622139470193,108.881866666667,10794401088.2333,14.8613333333333,244212011160.7,45.9350116319569,366.0829,10062242878.3667,4.12066666666667,26398889624.9,4.96545264703183,39.5652333333333,3008052834.43333,11.42,68757.9333333333,1.29330248973314e-05,0.00229806726493737,0.103033333333333,188400844275.867,35.4373217739919,189.690629531467,667115.367679667,0.943481,0.110225,0.499205,1.63358,377916914,4.96952,0.022105,4.81806,5.08478,377916914,4.68643,0.531734,2.52021,7.92443,377916914,178.279,0.0495218,885.54,0.245983,15.0850560326667,4.51834964666667
"j12","INT","GCC8","CGC","fj-kmeans","concurrency",3.78996666666667,2845338016560.97,1.06333333333333,352916770906.233,12.4033335217278,196.7162,18120096160.7,5.13466666666667,1300133044711.03,45.6934467041106,724.705566666667,13213165947.6,1.017,23300450494.3333,0.818899396033396,12.9423333333333,973734260.033333,4.42366666666667,60272.5,2.11828992596693e-06,0.00619875798692465,0.0335333333333333,1168987750449.37,41.0843203781282,473.496541666167,1794606.4320026,1.02021,0.135623,0.485863,1.74031,978782018,4.95453,0.0269817,4.79422,5.08591,978782018,5.05122,0.651798,2.45341,8.41256,978782018,499.281,0.138689,2472.02,0.686672,7.370255613,0.572525685555556
